participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
A00027159	sub-A00027159	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	FAIL
A00027159	sub-A00027159	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00027159	sub-A00027159	FLU1	freesurfer741ants243	7.4.1	default	ses-FLU1	SUCCESS
A00027159	sub-A00027159	FLU1	freesurfer8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00027159	sub-A00027159	FLU1	fslanat6071ants243	6.0.7.1	default	ses-FLU1	SUCCESS
A00027159	sub-A00027159	FLU1	samseg8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00027159	sub-A00027159	TRT	freesurfer741ants243	7.4.1	default	ses-TRT	SUCCESS
A00027159	sub-A00027159	TRT	freesurfer8001ants243	8.0.0.1	default	ses-TRT	SUCCESS
A00027159	sub-A00027159	TRT	fslanat6071ants243	6.0.7.1	default	ses-TRT	SUCCESS
A00027159	sub-A00027159	TRT	samseg8001ants243	8.0.0.1	default	ses-TRT	SUCCESS
A00027167	sub-A00027167	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00027167	sub-A00027167	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027167	sub-A00027167	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00027167	sub-A00027167	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027167	sub-A00027167	FLU1	freesurfer741ants243	7.4.1	default	ses-FLU1	SUCCESS
A00027167	sub-A00027167	FLU1	freesurfer8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00027167	sub-A00027167	FLU1	fslanat6071ants243	6.0.7.1	default	ses-FLU1	SUCCESS
A00027167	sub-A00027167	FLU1	samseg8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00027167	sub-A00027167	TRT	freesurfer741ants243	7.4.1	default	ses-TRT	SUCCESS
A00027167	sub-A00027167	TRT	freesurfer8001ants243	8.0.0.1	default	ses-TRT	SUCCESS
A00027167	sub-A00027167	TRT	fslanat6071ants243	6.0.7.1	default	ses-TRT	SUCCESS
A00027167	sub-A00027167	TRT	samseg8001ants243	8.0.0.1	default	ses-TRT	SUCCESS
A00027439	sub-A00027439	FLU1	freesurfer741ants243	7.4.1	default	ses-FLU1	SUCCESS
A00027439	sub-A00027439	FLU1	freesurfer8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00027439	sub-A00027439	FLU1	fslanat6071ants243	6.0.7.1	default	ses-FLU1	SUCCESS
A00027439	sub-A00027439	FLU1	samseg8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00027439	sub-A00027439	TRT	freesurfer741ants243	7.4.1	default	ses-TRT	SUCCESS
A00027439	sub-A00027439	TRT	freesurfer8001ants243	8.0.0.1	default	ses-TRT	SUCCESS
A00027439	sub-A00027439	TRT	fslanat6071ants243	6.0.7.1	default	ses-TRT	SUCCESS
A00027439	sub-A00027439	TRT	samseg8001ants243	8.0.0.1	default	ses-TRT	SUCCESS
A00027443	sub-A00027443	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00027443	sub-A00027443	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027443	sub-A00027443	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00027443	sub-A00027443	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027544	sub-A00027544	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00027544	sub-A00027544	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027544	sub-A00027544	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00027544	sub-A00027544	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027651	sub-A00027651	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00027651	sub-A00027651	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00027651	sub-A00027651	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00027651	sub-A00027651	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028150	sub-A00028150	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028150	sub-A00028150	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028150	sub-A00028150	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028150	sub-A00028150	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028152	sub-A00028152	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028152	sub-A00028152	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028152	sub-A00028152	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028152	sub-A00028152	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028177	sub-A00028177	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028177	sub-A00028177	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028177	sub-A00028177	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028177	sub-A00028177	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028184	sub-A00028184	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028184	sub-A00028184	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028184	sub-A00028184	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028184	sub-A00028184	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028185	sub-A00028185	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028185	sub-A00028185	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028185	sub-A00028185	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028185	sub-A00028185	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028185	sub-A00028185	BAS2	freesurfer741ants243	7.4.1	default	ses-BAS2	SUCCESS
A00028185	sub-A00028185	BAS2	freesurfer8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028185	sub-A00028185	BAS2	fslanat6071ants243	6.0.7.1	default	ses-BAS2	SUCCESS
A00028185	sub-A00028185	BAS2	samseg8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028192	sub-A00028192	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028192	sub-A00028192	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028192	sub-A00028192	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028192	sub-A00028192	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028207	sub-A00028207	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	FAIL
A00028207	sub-A00028207	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028207	sub-A00028207	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	FAIL
A00028207	sub-A00028207	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028246	sub-A00028246	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028246	sub-A00028246	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028246	sub-A00028246	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028246	sub-A00028246	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028266	sub-A00028266	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028266	sub-A00028266	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028266	sub-A00028266	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028266	sub-A00028266	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028287	sub-A00028287	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028287	sub-A00028287	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028287	sub-A00028287	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028287	sub-A00028287	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028339	sub-A00028339	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028339	sub-A00028339	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028339	sub-A00028339	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028339	sub-A00028339	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028339	sub-A00028339	BAS2	freesurfer741ants243	7.4.1	default	ses-BAS2	SUCCESS
A00028339	sub-A00028339	BAS2	freesurfer8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028339	sub-A00028339	BAS2	fslanat6071ants243	6.0.7.1	default	ses-BAS2	SUCCESS
A00028339	sub-A00028339	BAS2	samseg8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028339	sub-A00028339	FLU1	freesurfer741ants243	7.4.1	default	ses-FLU1	SUCCESS
A00028339	sub-A00028339	FLU1	freesurfer8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00028339	sub-A00028339	FLU1	fslanat6071ants243	6.0.7.1	default	ses-FLU1	SUCCESS
A00028339	sub-A00028339	FLU1	samseg8001ants243	8.0.0.1	default	ses-FLU1	SUCCESS
A00028352	sub-A00028352	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028352	sub-A00028352	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028352	sub-A00028352	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028352	sub-A00028352	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028352	sub-A00028352	BAS2	freesurfer741ants243	7.4.1	default	ses-BAS2	SUCCESS
A00028352	sub-A00028352	BAS2	freesurfer8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028352	sub-A00028352	BAS2	fslanat6071ants243	6.0.7.1	default	ses-BAS2	SUCCESS
A00028352	sub-A00028352	BAS2	samseg8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028380	sub-A00028380	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028380	sub-A00028380	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028380	sub-A00028380	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028380	sub-A00028380	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028389	sub-A00028389	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028389	sub-A00028389	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028389	sub-A00028389	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028389	sub-A00028389	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028399	sub-A00028399	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	FAIL
A00028399	sub-A00028399	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028399	sub-A00028399	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	FAIL
A00028399	sub-A00028399	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028400	sub-A00028400	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028400	sub-A00028400	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028400	sub-A00028400	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028400	sub-A00028400	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028429	sub-A00028429	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028429	sub-A00028429	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028429	sub-A00028429	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028429	sub-A00028429	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028430	sub-A00028430	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028430	sub-A00028430	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028430	sub-A00028430	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028430	sub-A00028430	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028468	sub-A00028468	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028468	sub-A00028468	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028468	sub-A00028468	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028468	sub-A00028468	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028522	sub-A00028522	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028522	sub-A00028522	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028522	sub-A00028522	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028522	sub-A00028522	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028552	sub-A00028552	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028552	sub-A00028552	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028552	sub-A00028552	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028552	sub-A00028552	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028605	sub-A00028605	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028605	sub-A00028605	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028605	sub-A00028605	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028605	sub-A00028605	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028606	sub-A00028606	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028606	sub-A00028606	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028606	sub-A00028606	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028606	sub-A00028606	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028613	sub-A00028613	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	FAIL
A00028613	sub-A00028613	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028613	sub-A00028613	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	FAIL
A00028613	sub-A00028613	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028625	sub-A00028625	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028625	sub-A00028625	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028625	sub-A00028625	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028625	sub-A00028625	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028656	sub-A00028656	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028656	sub-A00028656	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028656	sub-A00028656	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028656	sub-A00028656	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028678	sub-A00028678	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	FAIL
A00028678	sub-A00028678	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028678	sub-A00028678	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	FAIL
A00028678	sub-A00028678	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	FAIL
A00028691	sub-A00028691	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028691	sub-A00028691	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028691	sub-A00028691	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028691	sub-A00028691	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028694	sub-A00028694	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028694	sub-A00028694	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028694	sub-A00028694	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028694	sub-A00028694	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028753	sub-A00028753	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028753	sub-A00028753	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028753	sub-A00028753	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028753	sub-A00028753	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028753	sub-A00028753	BAS2	freesurfer741ants243	7.4.1	default	ses-BAS2	SUCCESS
A00028753	sub-A00028753	BAS2	freesurfer8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028753	sub-A00028753	BAS2	fslanat6071ants243	6.0.7.1	default	ses-BAS2	SUCCESS
A00028753	sub-A00028753	BAS2	samseg8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028754	sub-A00028754	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028754	sub-A00028754	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028754	sub-A00028754	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028754	sub-A00028754	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028754	sub-A00028754	BAS2	freesurfer741ants243	7.4.1	default	ses-BAS2	SUCCESS
A00028754	sub-A00028754	BAS2	freesurfer8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028754	sub-A00028754	BAS2	fslanat6071ants243	6.0.7.1	default	ses-BAS2	SUCCESS
A00028754	sub-A00028754	BAS2	samseg8001ants243	8.0.0.1	default	ses-BAS2	SUCCESS
A00028766	sub-A00028766	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028766	sub-A00028766	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028766	sub-A00028766	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028766	sub-A00028766	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028784	sub-A00028784	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028784	sub-A00028784	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028784	sub-A00028784	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028784	sub-A00028784	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028822	sub-A00028822	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028822	sub-A00028822	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028822	sub-A00028822	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028822	sub-A00028822	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028842	sub-A00028842	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028842	sub-A00028842	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028842	sub-A00028842	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028842	sub-A00028842	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028844	sub-A00028844	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028844	sub-A00028844	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028844	sub-A00028844	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028844	sub-A00028844	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028845	sub-A00028845	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	SUCCESS
A00028845	sub-A00028845	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028845	sub-A00028845	BAS1	fslanat6071ants243	6.0.7.1	default	ses-BAS1	SUCCESS
A00028845	sub-A00028845	BAS1	samseg8001ants243	8.0.0.1	default	ses-BAS1	SUCCESS
A00028858	sub-A00028858	BAS1	freesurfer741ants243	7.4.1	default	ses-BAS1	FAIL
A00028858	sub-A00028858	BAS1	freesurfer8001ants243	8.0.0.1	default	ses-BAS1	FAIL
